v2a1,hacdor,rooms,hacapo,v14a,refrig,v18q,v18q1,r4h1,r4h2,r4h3,r4m1,r4m2,r4m3,r4t1,r4t2,r4t3,tamhog,tamviv,escolari,rez_esc,hhsize,wall_material,floor_material,roof_material,water_provision,toilet_type,cooking_energy,waste_disposal_method,wall_condition,floor_condition,roof_condition,marital_status,family_role,child_ratio,adult_ratio,elder_ratio,education,housing_ownership,electronics,qmobilephone,region,area1,area2,age,SQBescolari,SQBage,SQBhogar_total,SQBedjefe,SQBhogar_nin,SQBovercrowding,SQBdependency,SQBmeaned,Target
30000.0,0,4,0,1,1,1,1.0,1,0,1,1,1,2,2,1,3,3,3,13,0.4597912829957029,3,3,6,1,1,2,2,1,2,2,2,5,1,0.6666666666666666,0.3333333333333333,0.0,7,3,2,2,1,1,0,29,169,841,9,0,4,2.25,4.0,169.0,4
150000.0,0,4,0,1,1,0,0.0,0,1,1,0,2,2,0,3,3,3,3,14,0.4597912829957029,3,1,1,1,1,2,2,1,3,3,3,3,1,0.0,1.0,0.0,7,3,2,3,1,1,0,41,196,1681,9,196,0,2.25,0.0,144.0,4
150000.0,0,4,0,1,1,0,0.0,0,1,1,0,2,2,0,3,3,3,3,11,0.4597912829957029,3,1,1,1,1,2,2,1,3,3,3,7,4,0.0,1.0,0.0,4,3,2,3,1,1,0,22,121,484,9,196,0,2.25,0.0,144.0,4
150000.0,0,4,0,1,1,0,0.0,0,1,1,0,2,2,0,3,3,3,3,11,0.4597912829957029,3,1,1,1,1,2,2,1,3,3,3,3,2,0.0,1.0,0.0,4,3,2,3,1,1,0,43,121,1849,9,196,0,2.25,0.0,144.0,4
60000.0,1,3,0,1,1,0,0.0,1,2,3,0,1,1,1,3,4,4,4,6,0.4597912829957029,4,3,1,1,1,2,2,1,2,3,3,3,1,0.5,0.5,0.0,2,3,2,3,1,1,0,34,36,1156,16,36,4,16.0,1.0,20.25,3
60000.0,1,3,0,1,1,0,0.0,1,2,3,0,1,1,1,3,4,4,4,3,0.4597912829957029,4,3,1,1,1,2,2,1,2,3,3,3,2,0.5,0.5,0.0,1,3,2,3,1,1,0,33,9,1089,16,36,4,16.0,1.0,20.25,3
60000.0,1,3,0,1,1,0,0.0,1,2,3,0,1,1,1,3,4,4,4,7,0.0,4,3,1,1,1,2,2,1,2,3,3,7,3,0.5,0.5,0.0,3,3,2,3,1,1,0,13,49,169,16,36,4,16.0,1.0,20.25,3
60000.0,1,3,0,1,1,0,0.0,1,2,3,0,1,1,1,3,4,4,4,2,0.0,4,3,1,1,1,2,2,1,2,3,3,1,3,0.5,0.5,0.0,1,3,2,3,1,1,0,9,4,81,16,36,4,16.0,1.0,20.25,3
300000.0,0,7,0,1,1,0,0.0,0,1,1,0,2,2,0,3,3,3,3,12,0.4597912829957029,3,1,1,1,1,2,2,1,3,3,3,7,1,0.0,1.0,0.0,6,2,2,3,1,1,0,45,144,2025,9,0,0,0.5625,0.0,113.77779,4
300000.0,0,7,0,1,1,0,0.0,0,1,1,0,2,2,0,3,3,3,3,10,0.4597912829957029,3,1,1,1,1,2,2,1,3,3,3,7,3,0.0,1.0,0.0,3,2,2,3,1,1,0,20,100,400,9,0,0,0.5625,0.0,113.77779,4
300000.0,0,7,0,1,1,0,0.0,0,1,1,0,2,2,0,3,3,3,3,10,0.4597912829957029,3,1,1,1,1,2,2,1,3,3,3,7,3,0.0,1.0,0.0,3,2,2,3,1,1,0,23,100,529,9,0,0,0.5625,0.0,113.77779,4
200000.0,0,5,0,1,1,1,1.0,0,2,2,1,2,3,1,4,5,5,5,11,0.4597912829957029,5,1,1,1,1,2,2,1,3,3,3,7,3,0.4,0.6,0.0,4,2,2,5,1,1,0,21,121,441,25,81,4,2.7777777,0.44444448,100.0,4
200000.0,0,5,0,1,1,1,1.0,0,2,2,1,2,3,1,4,5,5,5,9,0.4597912829957029,5,1,1,1,1,2,2,1,3,3,3,3,1,0.4,0.6,0.0,3,2,2,5,1,1,0,44,81,1936,25,81,4,2.7777777,0.44444448,100.0,4
200000.0,0,5,0,1,1,1,1.0,0,2,2,1,2,3,1,4,5,5,5,6,0.0,5,1,1,1,1,2,2,1,3,3,3,7,3,0.4,0.6,0.0,2,2,2,5,1,1,0,12,36,144,25,81,4,2.7777777,0.44444448,100.0,4
200000.0,0,5,0,1,1,1,1.0,0,2,2,1,2,3,1,4,5,5,5,10,0.4597912829957029,5,1,1,1,1,2,2,1,3,3,3,3,2,0.4,0.6,0.0,3,2,2,5,1,1,0,38,100,1444,25,81,4,2.7777777,0.44444448,100.0,4
200000.0,0,5,0,1,1,1,1.0,0,2,2,1,2,3,1,4,5,5,5,4,0.0,5,1,1,1,1,2,2,1,3,3,3,7,3,0.4,0.6,0.0,1,2,2,5,1,1,0,10,16,100,25,81,4,2.7777777,0.44444448,100.0,4
160000.0,0,5,0,1,1,0,0.0,0,1,1,1,1,2,1,2,3,3,3,9,0.4597912829957029,3,1,1,1,1,2,2,1,2,3,2,2,1,0.3333333333333333,0.6666666666666666,0.0,3,3,2,2,1,1,0,31,81,961,9,81,1,2.25,0.25,81.0,4
160000.0,0,5,0,1,1,0,0.0,0,1,1,1,1,2,1,2,3,3,3,9,0.4597912829957029,3,1,1,1,1,2,2,1,2,3,2,2,2,0.3333333333333333,0.6666666666666666,0.0,3,3,2,2,1,1,0,30,81,900,9,81,1,2.25,0.25,81.0,4
160000.0,0,5,0,1,1,0,0.0,0,1,1,1,1,2,1,2,3,3,3,0,0.4597912829957029,3,1,1,1,1,2,2,1,2,3,2,1,3,0.3333333333333333,0.6666666666666666,0.0,0,3,2,2,1,1,0,2,0,4,9,81,1,2.25,0.25,81.0,4
150000.0,0,4,0,1,1,0,0.0,0,0,0,0,1,1,0,1,1,1,1,16,0.4597912829957029,1,1,1,1,1,2,3,1,3,3,3,4,1,0.0,1.0,0.0,7,3,2,1,1,1,0,64,256,4096,1,0,0,1.0,0.0,256.0,4
855810.0,0,7,0,1,1,1,1.0,0,1,1,0,2,2,0,3,3,3,3,12,0.4597912829957029,3,1,1,1,1,2,2,1,3,3,3,3,2,0.3333333333333333,0.6666666666666666,0.0,6,2,2,3,1,1,0,42,144,1764,9,256,1,1.0,0.25,196.0,4
855810.0,0,7,0,1,1,1,1.0,0,1,1,0,2,2,0,3,3,3,3,16,0.4597912829957029,3,1,1,1,1,2,2,1,3,3,3,3,1,0.3333333333333333,0.6666666666666666,0.0,7,2,2,3,1,1,0,41,256,1681,9,256,1,1.0,0.25,196.0,4
855810.0,0,7,0,1,1,1,1.0,0,1,1,0,2,2,0,3,3,3,3,6,0.0,3,1,1,1,1,2,2,1,3,3,3,7,3,0.3333333333333333,0.6666666666666666,0.0,2,2,2,3,1,1,0,13,36,169,9,256,1,1.0,0.25,196.0,4
190000.0,0,4,0,1,1,1,2.0,0,1,1,0,1,1,0,2,2,2,2,14,0.4597912829957029,2,1,1,1,1,2,2,1,3,3,3,3,1,0.0,1.0,0.0,7,3,1,4,1,1,0,33,196,1089,4,0,0,1.0,0.0,110.25,4
190000.0,0,4,0,1,1,1,2.0,0,1,1,0,1,1,0,2,2,2,2,7,0.4597912829957029,2,1,1,1,1,2,2,1,3,3,3,3,2,0.0,1.0,0.0,3,3,1,4,1,1,0,27,49,729,4,0,0,1.0,0.0,110.25,4
427905.0,0,7,0,1,1,1,1.0,0,1,1,0,1,1,0,2,2,2,2,13,0.4597912829957029,2,1,1,1,1,2,2,1,3,3,3,3,2,0.0,1.0,0.0,7,2,2,4,1,1,0,40,169,1600,4,0,0,0.44444448,0.0,210.25,4
427905.0,0,7,0,1,1,1,1.0,0,1,1,0,1,1,0,2,2,2,2,16,0.4597912829957029,2,1,1,1,1,2,2,1,3,3,3,3,1,0.0,1.0,0.0,7,2,2,4,1,1,0,40,256,1600,4,0,0,0.44444448,0.0,210.25,4
290975.0,0,5,0,1,1,1,3.0,0,2,2,0,2,2,0,4,4,4,4,9,0.0,4,1,1,1,1,2,3,1,3,3,2,7,3,0.5,0.5,0.0,5,2,2,4,1,1,0,15,81,225,16,196,4,1.7777778999999998,1.0,210.25,4
290975.0,0,5,0,1,1,1,3.0,0,2,2,0,2,2,0,4,4,4,4,5,0.0,4,1,1,1,1,2,3,1,3,3,2,7,3,0.5,0.5,0.0,1,2,2,4,1,1,0,12,25,144,16,196,4,1.7777778999999998,1.0,210.25,4
290975.0,0,5,0,1,1,1,3.0,0,2,2,0,2,2,0,4,4,4,4,15,0.4597912829957029,4,1,1,1,1,2,3,1,3,3,2,3,2,0.5,0.5,0.0,7,2,2,4,1,1,0,46,225,2116,16,196,4,1.7777778999999998,1.0,210.25,4
290975.0,0,5,0,1,1,1,3.0,0,2,2,0,2,2,0,4,4,4,4,14,0.4597912829957029,4,1,1,1,1,2,3,1,3,3,2,3,1,0.5,0.5,0.0,7,2,2,4,1,1,0,47,196,2209,16,196,4,1.7777778999999998,1.0,210.25,4
188000.0,0,7,0,1,1,0,0.0,0,1,1,0,3,3,0,4,4,4,4,10,0.0,4,1,1,1,1,2,2,1,3,3,3,7,3,0.5,0.5,0.0,3,2,1,4,1,1,0,16,100,256,16,225,4,1.7777778999999998,1.0,210.25,4
188000.0,0,7,0,1,1,0,0.0,0,1,1,0,3,3,0,4,4,4,4,7,0.0,4,1,1,1,1,2,2,1,3,3,3,7,3,0.5,0.5,0.0,3,2,1,4,1,1,0,14,49,196,16,225,4,1.7777778999999998,1.0,210.25,4
188000.0,0,7,0,1,1,0,0.0,0,1,1,0,3,3,0,4,4,4,4,15,0.4597912829957029,4,1,1,1,1,2,2,1,3,3,3,3,1,0.5,0.5,0.0,7,2,1,4,1,1,0,52,225,2704,16,225,4,1.7777778999999998,1.0,210.25,4
188000.0,0,7,0,1,1,0,0.0,0,1,1,0,3,3,0,4,4,4,4,14,0.4597912829957029,4,1,1,1,1,2,2,1,3,3,3,3,2,0.5,0.5,0.0,7,2,1,4,1,1,0,47,196,2209,16,225,4,1.7777778999999998,1.0,210.25,4
118097.0,0,3,0,1,1,0,0.0,0,1,1,0,0,0,0,1,1,1,1,12,0.4597912829957029,1,1,1,1,1,2,2,1,3,3,3,7,1,0.0,1.0,0.0,7,3,2,1,1,1,0,26,144,676,1,144,0,1.0,0.0,144.0,4
570540.0,0,6,0,1,1,1,1.0,0,0,0,0,3,3,0,3,3,3,3,15,0.4597912829957029,3,1,1,1,1,2,2,1,3,3,3,7,3,0.0,1.0,0.0,7,3,1,3,1,1,0,28,225,784,9,0,0,0.5625,0.0,256.0,4
570540.0,0,6,0,1,1,1,1.0,0,0,0,0,3,3,0,3,3,3,3,16,0.4597912829957029,3,1,1,1,1,2,2,1,3,3,3,7,3,0.0,1.0,0.0,7,3,1,3,1,1,0,31,256,961,9,0,0,0.5625,0.0,256.0,4
570540.0,0,6,0,1,1,1,1.0,0,0,0,0,3,3,0,3,3,3,3,17,0.4597912829957029,3,1,1,1,1,2,2,1,3,3,3,4,1,0.0,1.0,0.0,7,3,1,3,1,1,0,56,289,3136,9,0,0,0.5625,0.0,256.0,4
80000.0,0,4,0,1,1,0,0.0,0,1,1,1,2,3,1,3,4,4,4,6,0.4597912829957029,4,2,6,1,1,3,2,1,2,1,2,3,2,0.5,0.5,0.0,2,3,2,3,1,1,0,38,36,1444,16,49,4,4.0,1.0,42.25,2
80000.0,0,4,0,1,1,0,0.0,0,1,1,1,2,3,1,3,4,4,4,8,0.0,4,2,6,1,1,3,2,1,2,1,2,7,3,0.5,0.5,0.0,3,3,2,3,1,1,0,15,64,225,16,49,4,4.0,1.0,42.25,2
80000.0,0,4,0,1,1,0,0.0,0,1,1,1,2,3,1,3,4,4,4,0,0.4597912829957029,4,2,6,1,1,3,2,1,2,1,2,1,3,0.5,0.5,0.0,0,3,2,3,1,1,0,4,0,16,16,49,4,4.0,1.0,42.25,2
80000.0,0,4,0,1,1,0,0.0,0,1,1,1,2,3,1,3,4,4,4,7,0.4597912829957029,4,2,6,1,1,3,2,1,2,1,2,3,1,0.5,0.5,0.0,3,3,2,3,1,1,0,42,49,1764,16,49,4,4.0,1.0,42.25,2
500000.0,0,7,0,1,1,1,1.0,0,2,2,0,1,1,0,3,3,3,3,15,0.4597912829957029,3,1,1,1,1,3,2,1,3,3,3,3,1,0.0,1.0,0.0,7,2,1,3,1,1,0,59,225,3481,9,225,0,1.0,0.0,205.44444,4
500000.0,0,7,0,1,1,1,1.0,0,2,2,0,1,1,0,3,3,3,3,14,0.4597912829957029,3,1,1,1,1,3,2,1,3,3,3,7,3,0.0,1.0,0.0,7,2,1,3,1,1,0,26,196,676,9,225,0,1.0,0.0,205.44444,4
500000.0,0,7,0,1,1,1,1.0,0,2,2,0,1,1,0,3,3,3,3,14,0.4597912829957029,3,1,1,1,1,3,2,1,3,3,3,3,2,0.0,1.0,0.0,7,2,1,3,1,1,0,56,196,3136,9,225,0,1.0,0.0,205.44444,4
125000.0,0,5,0,1,1,1,3.0,1,2,3,1,1,2,2,3,5,5,5,0,0.4597912829957029,5,5,6,1,1,3,3,1,2,2,2,1,3,0.6,0.4,0.0,0,3,2,2,1,1,0,6,0,36,25,81,9,2.7777777,2.25,81.0,2
125000.0,0,5,0,1,1,1,3.0,1,2,3,1,1,2,2,3,5,5,5,1,0.0,5,5,6,1,1,3,3,1,2,2,2,1,3,0.6,0.4,0.0,1,3,2,2,1,1,0,8,1,64,25,81,9,2.7777777,2.25,81.0,2
125000.0,0,5,0,1,1,1,3.0,1,2,3,1,1,2,2,3,5,5,5,5,0.0,5,5,6,1,1,3,3,1,2,2,2,7,4,0.6,0.4,0.0,1,3,2,2,1,1,0,12,25,144,25,81,9,2.7777777,2.25,81.0,2
125000.0,0,5,0,1,1,1,3.0,1,2,3,1,1,2,2,3,5,5,5,9,0.4597912829957029,5,5,6,1,1,3,3,1,2,2,2,3,2,0.6,0.4,0.0,3,3,2,2,1,1,0,31,81,961,25,81,9,2.7777777,2.25,81.0,2
125000.0,0,5,0,1,1,1,3.0,1,2,3,1,1,2,2,3,5,5,5,9,0.4597912829957029,5,5,6,1,1,3,3,1,2,2,2,3,1,0.6,0.4,0.0,3,3,2,2,1,1,0,30,81,900,25,81,9,2.7777777,2.25,81.0,2
360000.0,0,6,0,1,1,1,2.0,0,1,1,0,0,0,0,1,1,1,3,14,0.4597912829957029,1,1,1,1,1,3,3,1,3,3,3,7,1,0.0,1.0,0.0,7,3,2,3,1,1,0,25,196,625,1,196,0,1.0,0.0,196.0,4
360000.0,0,6,0,1,1,1,2.0,0,1,1,0,0,0,0,1,1,1,3,15,0.4597912829957029,1,1,1,1,1,3,3,1,3,3,3,7,1,0.0,1.0,0.0,7,3,2,3,1,1,0,28,225,784,1,225,0,1.0,0.0,225.0,4
360000.0,0,6,0,1,1,1,2.0,0,1,1,0,0,0,0,1,1,1,3,14,0.4597912829957029,1,1,1,1,1,3,3,1,3,3,3,7,1,0.0,1.0,0.0,7,3,2,3,1,1,0,24,196,576,1,196,0,1.0,0.0,196.0,4
145000.0,0,4,0,1,1,0,0.0,0,1,1,0,0,0,0,1,1,1,1,16,0.4597912829957029,1,5,6,1,1,3,2,1,3,3,2,7,1,0.0,1.0,0.0,7,3,2,1,1,1,0,56,256,3136,1,256,0,1.0,0.0,256.0,4
180000.0,0,3,0,1,1,0,0.0,0,2,2,0,0,0,0,2,2,2,2,12,0.4597912829957029,2,3,1,1,1,2,2,1,2,3,3,7,1,1.0,0.0,0.0,6,3,2,2,1,1,0,19,144,361,4,144,4,1.0,64.0,102.58886699019682,4
180000.0,0,3,0,1,1,0,0.0,0,2,2,0,0,0,0,2,2,2,2,12,0.4597912829957029,2,3,1,1,1,2,2,1,2,3,3,7,12,1.0,0.0,0.0,6,3,2,2,1,1,0,19,144,361,4,144,4,1.0,64.0,102.58886699019682,4
185000.0,0,5,0,1,1,0,0.0,0,1,1,2,2,4,2,3,5,5,5,0,0.0,5,3,6,1,1,3,3,1,2,3,3,1,3,0.4,0.6,0.0,0,3,2,4,1,1,0,7,0,49,25,0,4,2.7777777,0.44444448,93.44445,4
185000.0,0,5,0,1,1,0,0.0,0,1,1,2,2,4,2,3,5,5,5,15,0.4597912829957029,5,3,6,1,1,3,3,1,2,3,3,3,1,0.4,0.6,0.0,7,3,2,4,1,1,0,34,225,1156,25,0,4,2.7777777,0.44444448,93.44445,4
185000.0,0,5,0,1,1,0,0.0,0,1,1,2,2,4,2,3,5,5,5,4,0.0,5,3,6,1,1,3,3,1,2,3,3,7,3,0.4,0.6,0.0,1,3,2,4,1,1,0,11,16,121,25,0,4,2.7777777,0.44444448,93.44445,4
185000.0,0,5,0,1,1,0,0.0,0,1,1,2,2,4,2,3,5,5,5,7,0.4597912829957029,5,3,6,1,1,3,3,1,2,3,3,3,2,0.4,0.6,0.0,3,3,2,4,1,1,0,28,49,784,25,0,4,2.7777777,0.44444448,93.44445,4
185000.0,0,5,0,1,1,0,0.0,0,1,1,2,2,4,2,3,5,5,5,7,0.4597912829957029,5,3,6,1,1,3,3,1,2,3,3,4,7,0.4,0.6,0.0,3,3,2,4,1,1,0,57,49,3249,25,0,4,2.7777777,0.44444448,93.44445,4
80000.0,0,5,0,1,1,0,0.0,1,1,2,0,1,1,1,2,3,3,5,1,0.4597912829957029,3,3,6,1,1,2,2,1,1,1,1,7,12,0.3333333333333333,0.6666666666666666,0.0,1,3,2,5,1,1,0,25,1,625,9,0,1,2.7777777,0.25,36.0,4
80000.0,0,5,0,1,1,0,0.0,1,1,2,0,1,1,1,2,3,3,5,11,0.4597912829957029,3,3,6,1,1,2,2,1,1,1,1,7,1,0.3333333333333333,0.6666666666666666,0.0,4,3,2,5,1,1,0,36,121,1296,9,0,1,2.7777777,0.25,36.0,4
80000.0,0,5,0,1,1,0,0.0,1,1,2,0,1,1,1,2,3,3,5,0,0.0,3,3,6,1,1,2,2,1,1,1,1,1,12,0.3333333333333333,0.6666666666666666,0.0,0,3,2,5,1,1,0,7,0,49,9,0,1,2.7777777,0.25,36.0,4
325000.0,0,5,0,1,1,1,2.0,0,0,0,0,2,2,0,2,2,2,2,16,0.4597912829957029,2,1,1,2,1,3,2,1,3,3,3,7,1,0.0,1.0,0.0,7,3,2,2,1,1,0,30,256,900,4,0,0,1.0,0.0,256.0,4
325000.0,0,5,0,1,1,1,2.0,0,0,0,0,2,2,0,2,2,2,2,16,0.4597912829957029,2,1,1,2,1,3,2,1,3,3,3,7,12,0.0,1.0,0.0,7,3,2,2,1,1,0,31,256,961,4,0,0,1.0,0.0,256.0,4
120000.0,0,5,0,1,1,0,0.0,0,2,2,0,2,2,0,4,4,4,4,0,0.4597912829957029,4,5,6,1,1,3,2,1,1,2,2,7,3,0.25,0.75,0.0,0,3,2,2,1,1,0,27,0,729,16,36,1,4.0,0.11111112,16.0,4
120000.0,0,5,0,1,1,0,0.0,0,2,2,0,2,2,0,4,4,4,4,6,0.4597912829957029,4,5,6,1,1,3,2,1,1,2,2,3,1,0.25,0.75,0.0,2,3,2,2,1,1,0,44,36,1936,16,36,1,4.0,0.11111112,16.0,4
120000.0,0,5,0,1,1,0,0.0,0,2,2,0,2,2,0,4,4,4,4,6,0.4597912829957029,4,5,6,1,1,3,2,1,1,2,2,3,2,0.25,0.75,0.0,2,3,2,2,1,1,0,45,36,2025,16,36,1,4.0,0.11111112,16.0,4
120000.0,0,5,0,1,1,0,0.0,0,2,2,0,2,2,0,4,4,4,4,0,0.4597912829957029,4,5,6,1,1,3,2,1,1,2,2,7,3,0.25,0.75,0.0,0,3,2,2,1,1,0,19,0,361,16,36,1,4.0,0.11111112,16.0,4
300000.0,0,5,0,1,1,1,1.0,0,1,1,0,2,2,0,3,3,3,3,12,0.4597912829957029,3,1,6,1,1,3,2,1,3,3,1,7,12,0.0,1.0,0.0,6,3,1,3,1,1,0,22,144,484,9,0,0,2.25,0.0,144.0,4
300000.0,0,5,0,1,1,1,1.0,0,1,1,0,2,2,0,3,3,3,3,11,0.4597912829957029,3,1,6,1,1,3,2,1,3,3,1,7,1,0.0,1.0,0.0,4,3,1,3,1,1,0,24,121,576,9,0,0,2.25,0.0,144.0,4
300000.0,0,5,0,1,1,1,1.0,0,1,1,0,2,2,0,3,3,3,3,13,0.4597912829957029,3,1,6,1,1,3,2,1,3,3,1,7,12,0.0,1.0,0.0,7,3,1,3,1,1,0,21,169,441,9,0,0,2.25,0.0,144.0,4
1000000.0,0,6,0,1,1,0,0.0,0,0,0,0,1,1,0,1,1,1,1,17,0.4597912829957029,1,1,1,1,1,2,2,1,3,3,3,4,1,0.0,1.0,0.0,8,2,2,1,1,1,0,59,289,3481,1,0,0,0.25,0.0,289.0,4
110000.0,0,6,0,1,1,1,1.0,0,2,2,0,1,1,0,3,3,3,3,15,0.4597912829957029,3,1,1,1,1,2,2,1,3,3,3,3,1,0.3333333333333333,0.6666666666666666,0.0,7,2,2,3,1,1,0,43,225,1849,9,0,1,2.25,0.25,462.25,4
110000.0,0,6,0,1,1,1,1.0,0,2,2,0,1,1,0,3,3,3,3,17,0.4597912829957029,3,1,1,1,1,2,2,1,3,3,3,3,2,0.3333333333333333,0.6666666666666666,0.0,8,2,2,3,1,1,0,45,289,2025,9,0,1,2.25,0.25,462.25,4
110000.0,0,6,0,1,1,1,1.0,0,2,2,0,1,1,0,3,3,3,3,11,0.4597912829957029,3,1,1,1,1,2,2,1,3,3,3,7,3,0.3333333333333333,0.6666666666666666,0.0,4,2,2,3,1,1,0,19,121,361,9,0,1,2.25,0.25,462.25,4
150000.0,0,3,0,1,1,0,0.0,0,0,0,0,1,1,0,1,1,1,1,11,0.4597912829957029,1,1,1,1,1,3,2,1,3,3,3,7,1,0.0,1.0,0.0,4,2,2,1,1,1,0,53,121,2809,1,0,0,1.0,0.0,121.0,4
75000.0,0,4,0,1,1,0,0.0,0,0,0,1,1,2,1,1,2,2,2,3,0.4597912829957029,2,1,6,1,1,2,3,1,2,2,2,5,1,0.5,0.5,0.0,1,3,3,0,1,1,0,42,9,1764,4,0,1,1.0,1.0,9.0,3
75000.0,0,4,0,1,1,0,0.0,0,0,0,1,1,2,1,1,2,2,2,3,0.0,2,1,6,1,1,2,3,1,2,2,2,1,3,0.5,0.5,0.0,1,3,3,0,1,1,0,9,9,81,4,0,1,1.0,1.0,9.0,3
180000.0,0,4,0,1,1,0,0.0,0,1,1,0,0,0,0,1,1,1,1,12,0.4597912829957029,1,1,1,1,1,2,2,1,3,3,3,4,1,0.0,1.0,0.0,7,3,2,1,1,1,0,46,144,2116,1,144,0,0.11111112,0.0,144.0,4
140000.0,0,4,0,1,1,0,0.0,0,1,1,0,2,2,0,3,3,3,3,5,0.4597912829957029,3,3,2,1,1,3,3,1,2,2,2,2,1,0.0,1.0,0.0,1,3,2,3,1,1,0,36,25,1296,9,25,0,1.0,0.0,18.777779,4
140000.0,0,4,0,1,1,0,0.0,0,1,1,0,2,2,0,3,3,3,3,4,0.4597912829957029,3,3,2,1,1,3,3,1,2,2,2,2,2,0.0,1.0,0.0,1,3,2,3,1,1,0,30,16,900,9,25,0,1.0,0.0,18.777779,4
140000.0,0,4,0,1,1,0,0.0,0,1,1,0,2,2,0,3,3,3,3,4,0.4597912829957029,3,3,2,1,1,3,3,1,2,2,2,7,12,0.0,1.0,0.0,1,3,2,3,1,1,0,36,16,1296,9,25,0,1.0,0.0,18.777779,4
450000.0,0,6,0,1,1,0,0.0,0,0,0,0,3,3,0,3,3,3,3,19,0.4597912829957029,3,1,1,1,1,3,2,1,3,3,3,4,1,0.0,1.0,0.0,8,3,2,3,1,1,0,50,361,2500,9,0,0,1.0,0.0,205.44444,4
450000.0,0,6,0,1,1,0,0.0,0,0,0,0,3,3,0,3,3,3,3,12,0.4597912829957029,3,1,1,1,1,3,2,1,3,3,3,7,3,0.0,1.0,0.0,7,3,2,3,1,1,0,20,144,400,9,0,0,1.0,0.0,205.44444,4
450000.0,0,6,0,1,1,0,0.0,0,0,0,0,3,3,0,3,3,3,3,12,0.4597912829957029,3,1,1,1,1,3,2,1,3,3,3,7,3,0.0,1.0,0.0,7,3,2,3,1,1,0,20,144,400,9,0,0,1.0,0.0,205.44444,4
300000.0,0,6,0,1,1,1,1.0,0,1,1,0,2,2,0,3,3,3,3,11,0.4597912829957029,3,1,1,1,1,2,2,1,3,3,3,3,1,0.3333333333333333,0.6666666666666666,0.0,4,3,2,3,1,1,0,35,121,1225,9,121,1,2.25,0.25,156.25,4
300000.0,0,6,0,1,1,1,1.0,0,1,1,0,2,2,0,3,3,3,3,14,0.4597912829957029,3,1,1,1,1,2,2,1,3,3,3,3,2,0.3333333333333333,0.6666666666666666,0.0,7,3,2,3,1,1,0,35,196,1225,9,121,1,2.25,0.25,156.25,4
300000.0,0,6,0,1,1,1,1.0,0,1,1,0,2,2,0,3,3,3,3,6,0.0,3,1,1,1,1,2,2,1,3,3,3,7,3,0.3333333333333333,0.6666666666666666,0.0,2,3,2,3,1,1,0,12,36,144,9,121,1,2.25,0.25,156.25,4
570540.0,0,6,0,1,1,1,2.0,0,1,1,0,2,2,0,3,3,3,3,14,0.4597912829957029,3,1,1,1,1,2,3,1,3,3,1,3,2,0.0,1.0,0.0,7,3,2,3,1,1,0,50,196,2500,9,289,0,1.0,0.0,225.0,4
570540.0,0,6,0,1,1,1,2.0,0,1,1,0,2,2,0,3,3,3,3,17,0.4597912829957029,3,1,1,1,1,2,3,1,3,3,1,3,1,0.0,1.0,0.0,8,3,2,3,1,1,0,51,289,2601,9,289,0,1.0,0.0,225.0,4
570540.0,0,6,0,1,1,1,2.0,0,1,1,0,2,2,0,3,3,3,3,14,0.4597912829957029,3,1,1,1,1,2,3,1,3,3,1,7,3,0.0,1.0,0.0,7,3,2,3,1,1,0,22,196,484,9,289,0,1.0,0.0,225.0,4
700000.0,0,9,0,1,1,0,0.0,0,2,2,0,1,1,0,3,3,3,3,12,0.4597912829957029,3,1,1,1,1,3,2,1,3,3,3,5,1,0.6666666666666666,0.3333333333333333,0.0,7,2,2,3,1,1,0,42,144,1764,9,0,4,1.0,4.0,529.0,4
700000.0,0,9,0,1,1,0,0.0,0,2,2,0,1,1,0,3,3,3,3,11,0.4597912829957029,3,1,1,1,1,3,2,1,3,3,3,7,3,0.6666666666666666,0.3333333333333333,0.0,4,2,2,3,1,1,0,18,121,324,9,0,4,1.0,4.0,529.0,4
700000.0,0,9,0,1,1,0,0.0,0,2,2,0,1,1,0,3,3,3,3,9,0.0,3,1,1,1,1,3,2,1,3,3,3,7,3,0.6666666666666666,0.3333333333333333,0.0,3,2,2,3,1,1,0,15,81,225,9,0,4,1.0,4.0,529.0,4
855810.0,0,8,0,1,1,1,2.0,0,4,4,0,1,1,0,5,5,5,5,16,0.4597912829957029,5,1,1,1,1,3,2,1,3,3,3,7,3,0.0,1.0,0.0,7,2,2,5,1,1,0,31,256,961,25,289,0,1.0,0.0,256.0,4
855810.0,0,8,0,1,1,1,2.0,0,4,4,0,1,1,0,5,5,5,5,17,0.4597912829957029,5,1,1,1,1,3,2,1,3,3,3,3,1,0.0,1.0,0.0,8,2,2,5,1,1,0,54,289,2916,25,289,0,1.0,0.0,256.0,4
855810.0,0,8,0,1,1,1,2.0,0,4,4,0,1,1,0,5,5,5,5,16,0.4597912829957029,5,1,1,1,1,3,2,1,3,3,3,3,2,0.0,1.0,0.0,7,2,2,5,1,1,0,51,256,2601,25,289,0,1.0,0.0,256.0,4
855810.0,0,8,0,1,1,1,2.0,0,4,4,0,1,1,0,5,5,5,5,15,0.4597912829957029,5,1,1,1,1,3,2,1,3,3,3,7,3,0.0,1.0,0.0,7,2,2,5,1,1,0,24,225,576,25,289,0,1.0,0.0,256.0,4
